epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,5511.07,0.41754,0.27864,0.84612,0.84205,0.80044,0.83537,0.59657,1.03884,0.65747,1.31306,7.7826e-05,7.7826e-05,7.7826e-05
182,5541.29,0.43922,0.28719,0.84206,0.84543,0.8059,0.83549,0.59417,1.0464,0.65278,1.31923,7.42917e-05,7.42917e-05,7.42917e-05
183,5571.62,0.41882,0.28158,0.84023,0.82249,0.81039,0.84105,0.59841,1.04567,0.66557,1.31289,7.07574e-05,7.07574e-05,7.07574e-05
184,5602.14,0.43056,0.28181,0.84527,0.80619,0.8335,0.8401,0.60222,1.03705,0.64993,1.30434,6.72231e-05,6.72231e-05,6.72231e-05
185,5632.52,0.43275,0.28474,0.85273,0.81564,0.83442,0.84156,0.60066,1.04007,0.63331,1.30838,6.36888e-05,6.36888e-05,6.36888e-05
186,5662.93,0.41366,0.27868,0.84109,0.83144,0.80966,0.8412,0.60258,1.04333,0.6521,1.30747,6.01545e-05,6.01545e-05,6.01545e-05
187,5693.41,0.42246,0.27763,0.84085,0.79059,0.83829,0.83699,0.59771,1.04298,0.6505,1.31621,5.66202e-05,5.66202e-05,5.66202e-05
188,5724.06,0.41117,0.27391,0.84225,0.80519,0.83981,0.83966,0.5996,1.04318,0.64096,1.31648,5.30859e-05,5.30859e-05,5.30859e-05
189,5754.47,0.42995,0.28231,0.84842,0.83059,0.81228,0.84046,0.59857,1.04129,0.64086,1.31795,4.95516e-05,4.95516e-05,4.95516e-05
190,5784.86,0.41555,0.2773,0.84339,0.81244,0.83837,0.84358,0.60007,1.0386,0.63804,1.31461,4.60173e-05,4.60173e-05,4.60173e-05
191,5816.85,0.38962,0.25055,0.82285,0.82246,0.82308,0.84878,0.59969,1.04085,0.65361,1.31396,4.2483e-05,4.2483e-05,4.2483e-05
192,5847.54,0.37008,0.24135,0.82346,0.86837,0.78693,0.83912,0.59789,1.03915,0.64048,1.31597,3.89487e-05,3.89487e-05,3.89487e-05
193,5878.12,0.36286,0.23195,0.82284,0.85961,0.77774,0.83671,0.59541,1.04072,0.64435,1.32241,3.54144e-05,3.54144e-05,3.54144e-05
194,5908.59,0.37331,0.24059,0.82382,0.85924,0.78119,0.83707,0.59842,1.03617,0.6464,1.31314,3.18801e-05,3.18801e-05,3.18801e-05
195,5939.12,0.36965,0.24044,0.81373,0.85249,0.77669,0.83591,0.59986,1.03582,0.64018,1.31173,2.83458e-05,2.83458e-05,2.83458e-05
196,5969.63,0.37373,0.24131,0.82094,0.8165,0.81103,0.83895,0.5998,1.03558,0.63513,1.31535,2.48115e-05,2.48115e-05,2.48115e-05
197,6000.08,0.36502,0.23326,0.81871,0.82377,0.80635,0.83801,0.59586,1.03489,0.64034,1.31414,2.12772e-05,2.12772e-05,2.12772e-05
198,6030.61,0.36038,0.23296,0.81732,0.83851,0.79273,0.83922,0.59907,1.04223,0.64694,1.3194,1.77429e-05,1.77429e-05,1.77429e-05
199,6061.05,0.37443,0.2442,0.82138,0.84432,0.78999,0.833,0.59742,1.03688,0.64148,1.31632,1.42086e-05,1.42086e-05,1.42086e-05
200,6091.42,0.3522,0.2267,0.81578,0.84908,0.78712,0.84243,0.59877,1.03774,0.63937,1.31845,1.06743e-05,1.06743e-05,1.06743e-05
